satisfactory_Level,last_Evaluation,number_Of_Projects,avg_Monthly_Hours,time_Spent_Company,work_Accident,left,promotion_In_Last5years,dept,salary
12628,0.59,0.9,3,245,3,1,0,0,technical,low
12629,0.44,0.74,4,250,6,0,0,0,RandD,medium
12630,0.46,0.53,2,143,3,1,1,0,technical,low
12632,0.76,0.59,3,201,6,1,0,0,IT,medium
12633,0.57,0.54,4,167,3,0,0,0,technical,medium
12636,0.79,0.65,3,235,10,0,0,0,technical,low
12639,0.58,0.73,3,265,6,0,0,0,RandD,low
12640,0.73,0.91,4,248,2,1,0,0,technical,medium
12643,0.57,0.9,3,262,2,0,0,0,product_mng,medium
12644,0.92,0.94,5,248,3,0,0,0,technical,medium
12646,0.55,0.55,5,256,3,0,0,0,RandD,medium
12648,0.8,0.58,4,238,2,0,0,0,sales,high
12649,0.59,1.0,3,156,4,0,1,0,accounting,low
12651,0.11,0.79,7,295,4,0,1,0,hr,low
12652,0.33,0.96,5,97,3,0,0,0,support,medium
12654,0.67,0.52,2,152,5,0,0,0,technical,medium
12655,0.79,0.6,5,235,2,0,0,0,IT,medium
12658,0.8,0.96,5,124,3,0,0,0,sales,low
12659,0.59,0.75,3,106,2,0,0,0,accounting,low
12662,0.44,0.5,2,154,3,0,1,0,accounting,medium
12663,0.54,0.83,3,201,3,0,0,0,accounting,high
12664,0.55,0.6,5,271,3,1,0,0,RandD,medium
12665,0.92,0.48,4,208,3,0,0,0,support,low
12666,0.63,0.64,3,243,3,0,0,0,technical,medium
12669,0.88,0.68,5,224,2,0,0,0,technical,low
12672,0.98,0.92,5,221,3,1,0,0,product_mng,medium
12675,0.33,0.82,2,114,5,0,0,0,technical,high
12676,0.54,0.74,2,166,3,0,0,0,sales,medium
12679,0.93,0.98,4,160,3,0,0,0,sales,low
12680,0.21,0.5,5,255,5,0,0,0,technical,medium
12681,0.57,0.77,4,245,3,0,0,0,product_mng,medium
12684,0.94,0.91,5,254,3,0,0,0,accounting,low
12685,0.65,0.86,4,256,2,0,0,0,support,medium
12686,0.7,0.83,3,159,3,0,0,0,sales,low
12687,0.88,0.89,4,275,5,0,1,0,technical,low
12689,0.19,0.98,5,226,4,1,0,0,accounting,low
12690,0.96,0.85,4,200,4,0,0,0,technical,medium
12692,0.51,0.51,3,272,3,0,0,0,sales,medium
12693,0.81,0.83,3,193,3,0,0,0,technical,medium
12698,0.88,0.58,4,215,2,0,0,0,sales,low
12699,0.65,0.74,4,228,2,1,0,0,IT,medium
12700,0.85,0.53,4,181,2,0,0,0,accounting,low
12701,0.36,0.56,2,159,3,0,1,0,sales,medium
12702,0.49,0.93,3,226,3,0,0,0,sales,low
12706,0.74,0.74,4,233,2,0,0,0,sales,medium
12707,0.73,0.92,4,273,5,0,1,0,sales,low
12708,0.86,0.91,3,234,3,1,0,0,marketing,low
12710,0.53,0.68,4,173,3,0,0,0,sales,medium
12712,0.96,0.53,3,166,3,0,0,0,marketing,low
12713,0.79,0.72,6,240,4,0,0,0,IT,low
12714,0.68,0.83,3,144,2,0,0,0,accounting,medium
12715,0.5,0.7,4,162,2,0,0,0,sales,medium
12716,0.75,0.82,3,169,3,0,0,0,hr,low
12719,0.6,0.58,2,182,2,0,0,0,support,medium
12720,0.97,0.79,2,272,2,0,0,0,sales,medium
12721,0.46,0.46,2,140,3,0,1,0,technical,low
12722,0.87,0.81,5,304,5,0,1,0,product_mng,low
12725,0.99,0.47,3,152,5,0,0,0,sales,low
12728,0.5,0.81,3,183,3,0,0,0,hr,low
12731,0.35,0.99,3,236,4,0,1,0,sales,medium
12732,0.55,0.97,4,267,4,0,0,0,management,medium
12733,0.91,0.55,3,223,3,0,0,0,IT,low
12734,0.52,0.96,3,271,3,1,0,0,technical,medium
12735,0.54,0.75,3,260,2,0,0,0,technical,low
12737,0.77,0.49,4,217,2,0,0,0,support,medium
12738,0.14,0.52,4,108,6,0,0,0,sales,low
12739,0.36,0.95,6,276,2,0,0,0,support,low
12740,0.83,0.7,5,168,3,0,0,0,hr,low
12741,0.91,0.97,4,183,3,0,0,0,support,low
12743,0.86,0.81,4,179,3,0,0,0,sales,medium
12744,0.55,0.51,3,192,3,0,0,0,accounting,medium
12746,0.93,0.73,3,252,4,0,0,0,product_mng,high
12748,0.5,0.89,3,187,4,1,0,0,sales,medium
12749,0.42,0.74,5,256,6,0,0,0,management,medium
12754,0.74,0.64,4,268,3,0,0,0,sales,low
12756,0.66,0.86,5,185,3,0,0,0,IT,low
12757,0.3,0.39,3,175,3,0,0,0,sales,medium
12758,0.93,0.89,3,262,2,0,0,0,sales,low
12759,0.81,0.86,4,249,3,0,0,0,sales,low
12760,0.35,0.4,3,130,3,0,0,0,product_mng,low
12761,0.09,0.86,6,297,4,0,1,0,hr,low
12762,0.54,0.58,3,234,3,0,0,0,sales,medium
12763,0.85,0.73,4,260,4,0,0,0,sales,low
12765,0.93,0.62,3,231,6,0,0,0,hr,medium
12766,0.43,0.53,2,143,3,0,1,0,accounting,medium
12767,0.94,0.69,2,198,3,0,0,0,technical,low
12768,0.56,0.9,4,115,3,0,0,0,technical,medium
12771,0.98,0.53,4,214,2,0,0,0,sales,low
12774,0.13,0.91,2,149,5,0,0,0,sales,medium
12777,0.49,0.8,2,275,2,0,0,0,sales,low
12779,0.8,0.64,4,246,3,1,0,0,technical,medium
12780,0.73,0.52,4,141,3,0,0,0,support,medium
12782,0.51,0.53,4,260,2,1,0,0,support,medium
12783,0.9,0.77,4,236,3,0,0,0,sales,low
12784,0.92,0.67,4,161,4,1,0,0,marketing,low
12785,0.5,0.91,3,240,3,0,0,0,sales,low
12786,0.52,0.72,2,247,4,0,0,0,accounting,medium
12788,0.64,0.63,5,105,5,1,0,0,RandD,low
12789,0.93,0.71,5,270,2,0,0,0,technical,high
12790,0.2,0.87,3,140,6,1,0,0,hr,low
12791,0.6,0.56,2,203,4,0,0,0,technical,low
12794,0.56,0.61,3,250,2,0,0,0,support,high
12795,0.88,0.63,3,257,3,0,0,0,sales,low
12796,0.56,0.94,4,215,2,0,0,0,technical,high
12797,0.1,0.85,6,254,4,0,1,0,technical,medium
12800,0.4,0.47,2,152,3,0,1,0,accounting,low
12801,0.11,0.82,7,285,4,0,1,0,IT,medium
12802,0.69,0.61,4,260,4,0,0,0,technical,medium
12804,0.37,0.46,2,129,3,0,1,0,accounting,low
12805,0.5,0.89,5,223,3,0,0,0,marketing,low
12806,0.48,0.74,2,157,2,1,0,0,sales,medium
12808,0.65,0.57,3,168,2,0,0,0,sales,high
12809,0.89,0.83,5,267,4,0,0,0,technical,low
12810,0.58,0.73,5,162,3,1,0,0,technical,medium
12812,0.92,0.8,4,263,4,0,0,0,RandD,low
12813,0.96,0.54,5,161,3,1,0,0,accounting,high
12815,0.87,0.83,5,267,5,0,1,0,RandD,low
12816,0.38,0.51,2,159,3,0,1,0,sales,low
12818,0.8,0.69,3,164,3,0,0,0,support,medium
12820,0.32,0.48,5,246,3,0,0,0,support,low
12823,0.98,0.77,5,223,2,1,0,0,support,medium
12825,0.6,0.9,4,178,3,0,0,1,RandD,high
12826,0.5,0.94,3,262,4,0,0,0,accounting,low
12827,0.42,0.46,2,135,3,0,1,0,technical,low
12830,0.13,0.72,4,154,4,0,0,0,technical,medium
12831,0.21,0.71,4,270,2,0,0,0,sales,high
12832,0.57,0.52,4,252,2,0,0,0,marketing,low
12833,0.96,0.67,6,190,3,0,0,0,support,low
12834,0.35,0.54,2,124,3,0,0,0,support,low
12835,0.87,0.95,3,242,5,0,0,0,sales,low
12836,0.92,0.84,4,208,2,0,0,0,hr,medium
12839,0.37,0.48,2,159,3,0,1,0,sales,low
12841,0.4,0.57,2,152,3,0,1,0,sales,low
12842,0.87,0.68,4,246,2,0,0,0,support,medium
12843,0.35,0.6,5,239,5,0,0,0,support,medium
12845,0.43,0.49,2,155,3,0,1,0,sales,medium
12847,1.0,0.54,3,151,2,1,0,0,technical,low
12850,1.0,0.76,6,246,3,1,0,1,support,medium
12851,0.89,0.91,3,233,2,0,0,0,IT,medium
12853,0.91,0.87,3,199,3,0,0,0,sales,medium
12855,1.0,0.94,3,272,3,0,0,0,technical,low
12856,0.62,0.86,4,181,2,0,0,0,IT,low
12858,0.28,0.92,3,151,3,0,0,0,sales,low
12859,0.64,0.55,3,147,2,0,0,0,support,low
12860,0.79,0.49,5,210,3,0,0,0,IT,medium
12861,0.67,0.59,3,177,3,1,0,0,IT,low
12862,0.76,0.66,5,206,2,0,0,0,support,medium
12864,0.21,0.55,4,189,2,0,0,0,technical,low
12865,0.46,0.63,2,177,6,0,0,0,RandD,medium
12867,0.23,0.52,5,236,4,0,0,0,RandD,low
12868,0.62,0.57,3,174,2,0,0,0,sales,low
12869,0.99,0.57,3,189,4,1,0,0,sales,medium
12871,0.95,0.78,4,245,3,0,0,0,sales,low
12872,0.97,0.66,4,193,4,0,0,0,accounting,low
12873,0.72,0.85,4,142,3,0,0,0,sales,medium
12874,0.62,0.58,3,192,2,0,0,0,IT,low
12875,0.85,0.67,3,267,2,1,0,0,sales,low
12876,0.9,0.7,3,274,3,0,0,0,support,medium
12879,0.89,0.96,4,219,6,0,1,0,product_mng,medium
12880,0.63,0.7,6,141,3,1,0,0,marketing,medium
12881,0.19,0.85,6,116,3,0,0,0,technical,low
12882,0.79,0.96,5,218,5,0,1,0,support,medium
12883,0.49,0.49,2,226,3,0,0,0,support,high
12884,0.97,0.63,3,141,3,0,0,0,technical,medium
12885,0.81,0.52,3,255,5,0,0,0,IT,medium
12887,0.66,0.6,3,262,2,1,0,0,IT,low
12888,0.29,0.48,2,116,6,1,0,0,hr,low
12889,0.63,0.91,3,233,4,0,0,0,IT,medium
12892,0.9,0.67,3,165,2,0,0,0,IT,high
12893,0.78,0.84,4,173,3,0,0,0,support,low
12894,0.49,0.51,4,133,3,0,0,0,support,low
12897,0.7,0.92,4,142,2,1,0,0,support,medium
12899,0.74,0.93,5,140,3,0,0,0,technical,medium
12901,0.75,0.53,3,244,2,0,0,0,product_mng,low
12902,0.91,0.95,4,171,3,0,0,0,RandD,low
12905,0.2,0.59,6,113,3,0,0,0,management,high
12907,0.78,0.98,4,260,3,0,0,0,technical,low
12909,0.74,0.51,5,258,2,0,0,0,sales,low
12915,0.48,0.51,4,152,4,0,0,0,accounting,high
12919,0.86,0.9,3,158,2,0,0,0,sales,medium
12922,0.65,0.63,3,237,3,0,0,0,hr,medium
12924,0.94,0.57,4,251,2,1,0,0,sales,medium
12925,0.4,0.45,2,140,3,0,1,0,IT,low
12926,0.61,0.95,5,233,3,0,0,0,technical,medium
12927,0.58,0.65,4,248,4,0,0,0,marketing,high
12929,0.62,0.68,5,265,3,0,0,0,hr,medium
12930,0.52,0.62,3,179,3,0,0,0,sales,high
12931,0.64,0.52,3,223,3,0,0,0,sales,low
12932,0.6,0.88,3,261,3,1,0,0,marketing,medium
12933,0.83,0.77,3,171,3,0,0,0,sales,low
12934,0.6,0.94,4,160,2,0,0,0,support,medium
12935,0.97,0.65,3,181,3,0,0,0,sales,low
12936,0.77,0.83,4,154,3,0,0,0,marketing,low
12939,0.82,0.93,3,247,3,0,0,0,technical,medium
12940,0.78,0.53,4,177,2,0,0,0,accounting,low
12942,0.85,0.87,4,152,7,0,0,0,sales,low
12945,0.46,0.41,6,148,4,0,0,0,sales,low
12947,0.44,0.57,5,183,2,1,0,0,sales,low
12949,0.43,0.92,5,151,4,0,0,0,technical,low
12951,0.19,0.81,5,245,5,0,0,0,RandD,medium
12953,0.14,0.51,5,259,5,0,0,0,product_mng,medium
12954,0.94,0.51,5,238,2,0,0,0,sales,low
12956,0.94,0.66,4,230,2,0,0,0,sales,low
12958,0.34,0.81,4,116,3,1,0,0,sales,low
12960,0.25,0.59,4,166,5,0,0,0,sales,low
12962,0.51,0.79,5,267,3,0,0,0,technical,medium
12963,0.59,0.57,3,147,4,0,0,0,technical,low
12964,0.68,0.44,5,165,3,0,0,0,RandD,medium
12965,0.85,0.49,3,258,3,0,0,0,sales,medium
12966,0.91,0.67,3,257,2,0,0,0,sales,low
12968,0.76,0.73,4,148,2,1,0,0,hr,low
12969,0.57,0.5,4,177,2,0,0,0,marketing,high
12970,0.58,0.75,4,233,2,0,0,0,marketing,low
12972,0.5,0.6,2,177,3,1,0,0,IT,medium
12973,0.68,1.0,4,185,2,1,0,0,sales,low
12974,0.94,0.83,5,148,3,0,0,0,accounting,low
12976,0.43,0.84,2,285,5,0,0,0,technical,low
12979,0.93,0.95,5,176,6,0,0,1,accounting,medium
12980,0.52,0.79,5,265,3,1,0,0,support,high
12981,0.74,0.85,2,189,3,0,0,0,support,low
12982,0.71,0.95,3,251,3,0,0,0,support,low
12988,0.53,0.92,3,207,4,1,0,0,sales,low
12989,0.85,0.48,2,208,4,0,0,0,technical,medium
12990,0.86,0.71,5,235,4,0,0,0,IT,medium
12991,0.83,0.92,3,268,2,1,0,0,technical,medium
12992,0.78,0.8,4,175,3,0,0,0,product_mng,medium
12993,0.78,0.53,3,152,2,0,0,0,marketing,low
12994,0.37,0.82,3,199,5,0,0,0,management,medium
12995,0.63,0.43,2,222,4,0,0,0,product_mng,high
12997,0.49,0.58,5,186,2,0,0,0,IT,high
12998,0.54,0.7,3,213,2,0,0,0,marketing,low
12999,0.99,0.63,5,229,2,0,0,0,support,medium
13000,0.62,0.75,4,216,2,0,0,0,sales,low
13001,0.85,0.73,4,174,3,0,0,0,support,low
13002,0.95,0.53,4,143,3,0,0,0,support,low
13003,0.92,0.88,4,151,3,0,0,0,technical,low
13004,0.69,0.56,4,178,3,0,0,0,support,medium
13005,0.74,0.94,3,286,6,0,0,1,technical,medium
13006,0.83,0.95,3,264,2,0,0,0,marketing,low
13008,0.24,0.55,5,208,5,0,0,0,RandD,low
13010,0.87,0.73,3,172,3,1,0,0,support,low
13012,0.31,0.42,2,169,5,0,0,0,IT,low
13014,0.62,0.87,5,149,3,0,0,0,sales,medium
13015,0.92,0.68,4,196,3,1,0,0,technical,low
13016,0.78,0.67,4,221,3,1,0,0,support,low
13019,0.77,0.67,4,225,4,0,0,0,hr,low
13020,0.75,0.98,2,161,3,0,0,0,product_mng,low
13021,0.16,0.57,5,144,4,1,0,0,product_mng,low
13022,0.86,0.74,2,178,3,0,0,0,management,medium
13025,0.49,0.63,3,175,2,0,0,0,accounting,low
13027,0.96,0.61,3,271,2,0,0,0,hr,medium
13029,0.66,0.7,4,161,3,0,0,0,RandD,low
13031,0.69,0.69,3,236,4,0,0,0,product_mng,medium
13032,0.56,0.67,5,165,3,1,0,0,management,medium
13034,0.93,0.49,4,255,2,0,0,0,management,high
13036,0.54,0.55,4,208,5,0,0,0,sales,high
13040,0.67,0.66,6,152,3,0,0,0,RandD,medium
13041,0.6,0.91,3,157,4,0,0,0,hr,medium
13042,0.14,0.46,2,267,6,1,0,0,support,low
13043,0.45,0.68,4,212,4,1,1,0,sales,low
13044,0.62,0.57,4,215,3,0,0,0,sales,medium
13045,0.61,0.55,5,260,3,0,0,0,technical,medium
13046,0.59,0.55,4,138,2,0,0,0,marketing,high
13048,0.84,0.96,3,161,2,1,0,0,sales,low
13049,0.92,0.77,3,236,3,0,0,0,sales,medium
13050,0.96,0.88,2,193,2,0,0,0,IT,low
13052,0.56,0.77,5,238,4,0,0,0,technical,medium
13053,0.09,0.85,6,260,4,0,1,0,support,medium
13054,0.53,0.53,4,205,3,0,0,0,sales,low
13055,0.56,0.48,4,197,3,1,0,0,technical,high
13057,0.68,0.54,4,165,4,0,0,0,sales,high
13059,0.75,0.84,5,222,3,1,0,0,IT,medium
13060,0.79,0.93,5,269,5,0,1,0,accounting,low
13062,0.78,0.47,4,129,2,0,0,0,technical,medium
13063,0.78,0.99,3,151,3,1,0,0,product_mng,low
13064,0.6,0.73,3,140,5,1,0,0,hr,low
13066,0.85,0.62,2,280,4,0,0,0,RandD,low
13067,0.67,1.0,4,145,3,1,0,1,sales,medium
13068,0.5,0.56,3,263,4,0,0,0,hr,medium
13070,0.8,0.95,5,244,5,0,1,0,sales,medium
13071,0.74,0.53,4,166,3,0,0,0,hr,low
13072,0.71,0.8,2,146,4,0,0,0,marketing,low
13073,0.6,0.82,4,272,3,0,0,0,support,low
13074,0.5,0.85,4,272,2,0,0,0,support,medium
13075,0.58,0.83,4,207,3,0,0,0,sales,low
13076,0.61,0.46,5,220,4,0,1,0,sales,low
13077,0.48,0.73,5,152,6,0,0,0,IT,medium
13079,0.55,0.47,3,194,2,0,0,0,IT,high
13080,0.98,0.56,3,157,2,0,0,0,management,low
13081,0.28,0.79,5,202,5,0,0,0,accounting,low
13082,0.26,0.7,5,214,6,1,0,0,support,low
13083,0.63,0.59,4,171,4,0,0,0,RandD,low
13084,0.81,0.62,4,197,3,0,0,0,hr,low
13085,0.51,0.55,3,261,3,0,0,0,technical,low
13086,0.8,0.78,4,234,3,0,0,0,sales,medium
13088,0.68,0.43,3,161,2,1,0,0,sales,medium
13089,0.79,0.48,5,200,3,0,0,0,sales,low
13090,0.5,0.56,3,164,3,0,0,0,accounting,medium
13091,0.83,0.58,4,225,3,0,0,0,technical,low
13096,0.24,0.95,3,168,4,0,0,0,IT,medium
13097,0.98,0.56,5,188,3,0,0,0,technical,low
13098,0.56,0.96,3,244,3,0,0,0,sales,medium
13099,0.81,0.5,4,231,3,1,0,0,technical,low
13100,0.9,0.74,4,218,2,1,0,0,sales,medium
13101,0.9,0.49,4,185,2,0,0,0,sales,low
13102,0.26,0.69,4,180,3,1,0,0,accounting,low
13103,0.57,0.94,3,230,2,0,0,0,hr,low
13104,0.5,0.64,4,208,2,0,0,0,marketing,medium
13105,0.63,0.62,4,184,4,0,0,0,support,medium
13107,0.83,0.88,3,217,2,1,0,0,support,high
13109,0.72,0.75,4,211,4,0,0,0,sales,medium
13111,0.98,0.75,5,188,2,0,0,0,sales,low
13114,0.98,0.98,4,259,2,0,0,0,hr,high
13115,0.36,0.4,3,160,3,0,0,0,accounting,medium
13116,0.48,0.72,4,186,3,0,0,0,RandD,low
13117,0.82,0.58,4,136,3,0,0,0,support,medium
13118,0.63,1.0,5,241,4,0,0,0,RandD,medium
13120,0.6,0.79,5,154,2,0,0,0,support,low
13121,0.97,0.67,2,147,2,0,0,0,sales,medium
13123,0.98,0.94,3,179,3,0,0,0,sales,medium
13124,0.09,0.8,5,279,4,0,1,0,technical,low
13126,0.57,0.98,3,171,3,0,0,0,product_mng,medium
13127,0.7,0.63,3,157,4,0,0,0,sales,medium
13128,0.1,0.77,6,272,4,0,1,0,accounting,low
13129,0.15,0.75,3,150,4,0,0,1,accounting,medium
13130,0.66,0.8,4,252,3,0,0,0,IT,medium
13131,0.69,0.84,3,227,3,1,0,0,sales,high
13132,0.77,0.65,2,162,4,1,0,0,support,medium
13133,0.11,0.83,6,262,4,0,1,0,hr,low
13134,0.97,0.5,3,225,2,0,0,0,support,medium
13136,0.56,0.68,3,109,3,0,0,0,IT,low
13137,0.92,0.51,4,167,3,1,0,0,IT,medium
13138,0.73,0.81,3,168,2,0,0,0,technical,medium
13139,0.24,0.81,4,217,5,0,0,0,sales,medium
13140,0.69,0.74,2,271,2,0,0,0,product_mng,low
13141,0.38,0.5,2,152,3,0,1,0,sales,high
13143,0.99,0.6,4,209,8,1,0,0,IT,medium
13144,0.64,0.52,3,240,3,0,0,0,marketing,medium
13145,0.74,0.85,4,105,5,0,0,0,sales,high
13146,0.09,0.83,6,250,4,0,1,0,sales,medium
13149,0.32,0.41,3,138,3,1,0,0,technical,medium
13151,0.75,1.0,3,102,3,0,0,0,accounting,medium
13153,0.57,0.64,4,144,4,0,0,0,technical,low
13155,0.93,0.66,4,242,4,0,0,0,support,low
13157,0.77,0.57,4,238,3,0,0,0,sales,high
13162,0.97,0.82,3,135,2,0,0,0,technical,low
13164,0.44,0.57,2,131,3,0,1,0,sales,low
13165,0.16,0.78,4,196,5,0,0,0,technical,high
13166,0.88,0.88,5,248,5,0,1,0,technical,medium
13170,0.12,0.82,5,162,4,1,0,0,sales,medium
13171,1.0,0.81,3,168,4,0,0,0,support,low
13172,0.86,0.96,5,238,5,0,0,0,technical,low
13173,0.8,0.9,5,265,3,0,0,0,accounting,medium
13174,0.96,0.59,6,133,5,0,0,0,sales,medium
13175,0.79,0.76,3,160,3,0,0,0,sales,low
13179,0.44,0.56,2,134,3,0,1,0,technical,medium
13180,0.6,0.85,3,172,2,0,0,0,sales,low
13181,0.45,0.87,2,268,4,1,0,0,IT,low
13182,0.66,0.93,4,248,3,0,0,0,management,high
13185,0.74,0.82,4,142,2,0,0,0,marketing,medium
13186,0.7,0.98,4,146,3,0,0,0,marketing,low
13187,0.66,0.54,5,203,2,0,0,0,sales,medium
13188,0.51,0.64,3,267,2,0,0,0,sales,low
13189,0.7,0.53,4,152,3,0,0,0,technical,low
13190,0.82,0.59,3,249,3,0,0,0,IT,medium
13192,0.7,0.83,5,241,2,0,0,0,sales,medium
13193,0.93,0.88,5,140,3,0,0,0,RandD,high
13194,0.9,0.49,3,237,2,0,0,0,technical,medium
13197,0.75,0.89,5,154,4,0,0,0,hr,low
13200,0.19,0.93,3,110,4,0,0,0,technical,medium
13201,0.69,0.76,5,174,3,0,0,0,marketing,low
13202,0.4,0.58,3,135,3,0,0,0,accounting,low
13203,0.55,0.9,4,199,3,0,0,0,accounting,low
13204,0.95,0.74,4,258,3,0,0,0,technical,medium
13205,0.3,0.86,3,276,5,1,0,0,accounting,low
13206,0.78,0.63,3,202,2,0,0,0,technical,low
13210,0.41,0.87,6,262,6,0,0,0,sales,high
13211,0.87,0.68,3,257,3,0,0,0,technical,low
13215,0.95,0.67,4,227,3,0,0,0,sales,low
13220,0.57,0.64,4,151,2,0,0,0,management,medium
13221,0.55,0.97,4,136,3,0,0,0,marketing,medium
13223,0.67,0.57,2,234,4,0,0,0,management,low
13224,0.74,0.68,3,206,2,1,0,0,support,medium
13225,0.5,0.74,4,237,2,1,0,0,support,medium
13226,0.75,0.58,4,270,3,0,0,0,accounting,low
13227,0.59,0.59,4,216,2,1,0,0,support,medium
13228,0.49,0.56,5,202,2,0,0,0,marketing,medium
13229,0.3,0.53,3,210,6,0,0,0,marketing,medium
13230,0.32,0.52,4,191,2,0,0,0,marketing,medium
13231,0.9,0.87,3,220,3,0,0,0,support,low
13232,0.74,0.63,3,180,2,0,0,0,hr,low
13233,0.62,0.51,4,274,2,0,0,0,support,medium
13235,0.92,0.79,5,243,3,1,0,0,support,high
13236,0.4,0.89,2,165,3,0,0,0,IT,medium
13237,0.97,0.78,4,261,2,0,0,0,technical,medium
13238,0.93,0.99,4,209,3,1,0,0,accounting,high
13239,0.49,0.55,4,268,4,0,0,0,support,high
13240,0.87,0.8,4,197,3,0,0,0,sales,low
13241,0.21,0.76,6,219,4,1,0,0,sales,medium
13242,0.89,0.62,5,196,3,0,0,0,support,low
13243,0.93,0.67,4,135,3,1,0,0,marketing,medium
13246,0.44,0.45,6,237,6,0,0,0,support,medium
13248,0.75,0.76,3,246,3,0,0,0,sales,medium
13249,0.6,0.56,4,260,3,0,0,0,marketing,high
13250,0.82,0.53,4,162,3,1,0,0,technical,low
13254,0.68,0.72,4,274,3,0,0,0,technical,medium
13255,0.78,0.95,4,260,5,0,1,0,sales,low
13256,0.28,0.83,5,279,4,0,0,0,technical,medium
13257,0.89,0.9,3,240,3,0,0,0,sales,high
13260,0.82,0.78,5,232,3,0,0,0,RandD,low
13261,0.45,0.75,2,246,2,0,0,0,product_mng,medium
13263,0.98,0.84,4,200,2,0,0,0,product_mng,medium
13264,0.49,0.71,2,117,3,0,0,0,marketing,high
13266,0.57,0.54,5,216,3,0,0,0,support,medium
13267,0.5,0.71,4,163,8,0,0,1,hr,medium
13268,0.69,0.76,3,153,3,0,0,0,technical,medium
13270,0.61,0.63,5,230,3,0,0,0,sales,medium
13271,0.58,0.58,5,171,2,0,0,0,accounting,medium
13272,0.54,0.76,3,157,4,0,0,0,sales,low
13274,0.42,0.48,2,132,3,0,1,0,hr,low
13276,0.81,0.91,3,184,3,0,0,0,RandD,low
13277,0.23,0.88,5,156,4,0,0,0,sales,low
13279,0.91,0.59,4,177,4,0,0,0,support,medium
13280,0.75,0.56,5,175,4,0,0,0,support,low
13281,0.21,0.98,6,208,5,1,0,0,product_mng,low
13282,0.41,0.55,2,159,3,0,1,0,IT,medium
13283,0.89,0.57,2,235,3,1,0,0,product_mng,low
13285,0.11,0.8,6,259,5,0,1,0,support,medium
13286,0.66,0.57,4,220,2,1,0,0,support,medium
13287,0.58,0.96,3,192,4,0,0,0,RandD,medium
13288,0.86,0.89,3,250,2,0,0,0,marketing,medium
13289,0.36,0.65,3,116,2,1,0,0,sales,low
13291,0.4,0.38,3,280,2,0,0,0,marketing,low
13292,0.55,0.71,3,211,2,0,0,0,management,low
13294,0.88,0.63,3,184,4,0,0,0,support,medium
13296,0.84,0.73,5,105,5,0,0,0,support,low
13297,0.45,0.57,2,143,3,0,1,0,support,low
13298,0.5,0.65,5,242,3,0,0,0,sales,high
13299,0.96,0.84,3,264,3,0,0,0,RandD,low
13300,0.58,0.99,3,207,10,0,0,0,technical,low
13302,0.09,0.97,7,262,4,0,1,0,technical,low
13303,0.76,0.62,4,157,3,0,0,0,accounting,medium
13304,0.8,0.99,3,248,3,1,0,0,sales,medium
13305,0.91,0.63,4,240,3,0,0,0,accounting,low
13306,0.95,0.67,3,183,3,0,0,0,support,medium
13307,0.38,0.54,2,150,3,0,1,0,sales,medium
13308,0.85,0.78,5,263,2,1,0,0,technical,low
13309,0.62,0.59,3,128,3,0,0,0,RandD,medium
13310,0.94,0.94,3,255,3,0,0,0,IT,low
13311,0.51,0.99,4,211,3,0,0,0,support,medium
13313,0.4,0.72,3,204,4,1,0,0,sales,low
13316,0.62,0.38,3,257,3,0,0,0,technical,medium
13317,0.99,1.0,4,223,2,1,0,0,product_mng,low
13319,0.52,0.82,2,242,3,0,0,0,sales,medium
13322,0.39,0.85,5,179,5,0,0,0,support,low
13324,0.86,0.92,4,229,4,0,0,0,accounting,medium
13325,0.5,0.67,2,142,3,0,0,0,technical,low
13326,0.58,0.87,4,181,3,0,0,0,IT,medium
13327,0.37,0.55,2,152,3,0,1,0,technical,medium
13331,0.3,0.66,3,198,2,0,0,0,product_mng,medium
13332,0.75,0.55,5,281,3,1,0,0,sales,low
13333,0.42,0.38,2,115,3,0,0,0,hr,medium
13336,0.31,0.77,4,149,3,0,1,0,sales,medium
13339,0.31,0.92,5,197,5,0,0,0,IT,low
13340,0.98,0.88,5,232,3,0,0,0,marketing,low
13341,0.67,0.81,3,221,4,1,0,0,accounting,medium
13344,0.97,0.72,5,260,4,0,0,0,technical,medium
13345,0.66,0.56,4,141,4,0,0,0,support,medium
13346,0.61,0.82,3,261,4,0,0,0,IT,low
13347,0.2,0.82,4,190,5,0,0,0,sales,low
13349,0.76,0.84,5,249,3,0,0,0,support,low
13351,0.4,0.48,2,132,3,0,1,0,technical,low
13352,0.24,0.61,5,252,4,0,0,0,technical,medium
13354,0.72,0.88,3,224,3,0,0,0,technical,low
13355,0.65,0.5,5,270,2,0,0,0,sales,low
13358,0.3,0.7,5,280,4,1,0,0,accounting,low
13359,0.76,0.98,4,173,3,1,0,0,sales,low
13360,0.63,0.5,4,167,3,1,0,0,technical,medium
13361,0.3,0.61,3,138,5,0,0,0,sales,medium
13362,0.98,0.56,3,187,3,0,0,0,RandD,medium
13363,0.97,0.51,4,241,4,0,0,0,hr,medium
13366,0.59,0.55,3,179,3,0,0,0,support,medium
13367,0.6,0.91,4,185,3,1,0,0,product_mng,low
13368,1.0,0.94,4,144,3,0,0,0,support,low
13369,0.82,0.65,4,148,3,0,0,0,sales,high
13370,0.76,0.99,3,166,3,0,0,0,sales,medium
13372,0.97,0.88,4,139,2,0,0,0,product_mng,high
